level_0,level_1,Name,join_artists,Score
1856,11027,1.0,1.0,2.0
1871,11056,1.0,1.0,2.0
2,146,1.0,1.0,2.0
22,174,1.0,1.0,2.0
100,747,1.0,1.0,2.0
110,752,1.0,1.0,2.0
111,735,1.0,1.0,2.0
119,738,1.0,1.0,2.0
151,1303,1.0,1.0,2.0
153,1306,1.0,1.0,2.0
155,1307,1.0,1.0,2.0
158,1308,1.0,1.0,2.0
159,1309,1.0,1.0,2.0
160,1310,1.0,1.0,2.0
161,1311,1.0,1.0,2.0
162,1312,1.0,1.0,2.0
200,1453,1.0,1.0,2.0
201,1454,1.0,1.0,2.0
207,1459,1.0,1.0,2.0
232,1631,1.0,1.0,2.0
233,1637,1.0,1.0,2.0
234,1639,1.0,1.0,2.0
307,1977,1.0,1.0,2.0
330,2031,1.0,1.0,2.0
356,2228,1.0,1.0,2.0
360,2356,1.0,1.0,2.0
383,2366,1.0,1.0,2.0
384,2373,1.0,1.0,2.0
394,2438,1.0,1.0,2.0
398,2461,1.0,1.0,2.0
399,2463,1.0,1.0,2.0
420,2636,1.0,1.0,2.0
429,2673,1.0,1.0,2.0
431,2689,1.0,1.0,2.0
433,2687,1.0,1.0,2.0
434,2692,1.0,1.0,2.0
446,2840,1.0,1.0,2.0
454,2848,1.0,1.0,2.0
461,2823,1.0,1.0,2.0
463,2854,1.0,1.0,2.0
466,2856,1.0,1.0,2.0
471,2808,1.0,1.0,2.0
474,2861,1.0,1.0,2.0
482,2866,1.0,1.0,2.0
497,2832,1.0,1.0,2.0
503,2880,1.0,1.0,2.0
511,2885,1.0,1.0,2.0
513,2887,1.0,1.0,2.0
518,2827,1.0,1.0,2.0
520,2896,1.0,1.0,2.0
522,2897,1.0,1.0,2.0
523,2898,1.0,1.0,2.0
524,2822,1.0,1.0,2.0
536,2921,1.0,1.0,2.0
545,2962,1.0,1.0,2.0
606,3290,1.0,1.0,2.0
612,3318,1.0,1.0,2.0
615,3327,1.0,1.0,2.0
627,3387,1.0,1.0,2.0
628,3392,1.0,1.0,2.0
629,3388,1.0,1.0,2.0
631,3397,1.0,1.0,2.0
637,3448,1.0,1.0,2.0
638,3451,1.0,1.0,2.0
639,3452,1.0,1.0,2.0
640,3459,1.0,1.0,2.0
676,3586,1.0,1.0,2.0
697,3646,1.0,1.0,2.0
704,3776,1.0,1.0,2.0
711,3848,1.0,1.0,2.0
718,3906,1.0,1.0,2.0
725,3948,1.0,1.0,2.0
745,4224,1.0,1.0,2.0
760,4344,1.0,1.0,2.0
761,4362,1.0,1.0,2.0
762,4345,1.0,1.0,2.0
763,4346,1.0,1.0,2.0
764,4347,1.0,1.0,2.0
772,4354,1.0,1.0,2.0
776,4360,1.0,1.0,2.0
792,4448,1.0,1.0,2.0
798,4475,1.0,1.0,2.0
805,4518,1.0,1.0,2.0
806,4519,1.0,1.0,2.0
810,4522,1.0,1.0,2.0
812,4524,1.0,1.0,2.0
817,4532,1.0,1.0,2.0
822,4600,1.0,1.0,2.0
833,4719,1.0,1.0,2.0
835,4727,1.0,1.0,2.0
839,4798,1.0,1.0,2.0
841,4801,1.0,1.0,2.0
842,4802,1.0,1.0,2.0
883,5041,1.0,1.0,2.0
910,5207,1.0,1.0,2.0
912,5209,1.0,1.0,2.0
913,5211,1.0,1.0,2.0
919,5227,1.0,1.0,2.0
921,5229,1.0,1.0,2.0
929,5258,1.0,1.0,2.0
933,5273,1.0,1.0,2.0
935,5284,1.0,1.0,2.0
940,5282,1.0,1.0,2.0
941,5289,1.0,1.0,2.0
979,5351,1.0,1.0,2.0
1037,5705,1.0,1.0,2.0
1038,5706,1.0,1.0,2.0
1099,6121,1.0,1.0,2.0
1111,6150,1.0,1.0,2.0
1147,6227,1.0,1.0,2.0
1157,6276,1.0,1.0,2.0
1199,6539,1.0,1.0,2.0
1199,6540,1.0,1.0,2.0
1230,6785,1.0,1.0,2.0
1239,6828,1.0,1.0,2.0
1249,6831,1.0,1.0,2.0
1259,6929,1.0,1.0,2.0
1336,7123,1.0,1.0,2.0
1363,7500,1.0,1.0,2.0
1366,7505,1.0,1.0,2.0
1383,7515,1.0,1.0,2.0
1421,7731,1.0,1.0,2.0
1422,7736,1.0,1.0,2.0
1437,7791,1.0,1.0,2.0
1439,7818,1.0,1.0,2.0
1473,8144,1.0,1.0,2.0
1474,8139,1.0,1.0,2.0
1475,8163,1.0,1.0,2.0
1476,8166,1.0,1.0,2.0
1510,8307,1.0,1.0,2.0
1512,8314,1.0,1.0,2.0
1514,8317,1.0,1.0,2.0
1522,8421,1.0,1.0,2.0
1532,8523,1.0,1.0,2.0
1533,8524,1.0,1.0,2.0
1534,8527,1.0,1.0,2.0
1535,8514,1.0,1.0,2.0
1583,8993,1.0,1.0,2.0
1598,9093,1.0,1.0,2.0
1600,9102,1.0,1.0,2.0
1647,9703,1.0,1.0,2.0
1648,9699,1.0,1.0,2.0
1649,9696,1.0,1.0,2.0
1664,9798,1.0,1.0,2.0
1667,9889,1.0,1.0,2.0
1668,9906,1.0,1.0,2.0
1672,9910,1.0,1.0,2.0
1675,9885,1.0,1.0,2.0
1679,9919,1.0,1.0,2.0
1680,9922,1.0,1.0,2.0
1681,9924,1.0,1.0,2.0
1682,9925,1.0,1.0,2.0
1686,9928,1.0,1.0,2.0
1687,9929,1.0,1.0,2.0
1688,9932,1.0,1.0,2.0
1690,9893,1.0,1.0,2.0
1692,9886,1.0,1.0,2.0
1693,9898,1.0,1.0,2.0
1696,9938,1.0,1.0,2.0
1709,9976,1.0,1.0,2.0
1723,10109,1.0,1.0,2.0
1733,10148,1.0,1.0,2.0
1770,10400,1.0,1.0,2.0
1819,10759,1.0,1.0,2.0
1826,10821,1.0,1.0,2.0
1832,10846,1.0,1.0,2.0
1837,10874,1.0,1.0,2.0
1839,10881,1.0,1.0,2.0
1840,10882,1.0,1.0,2.0
86,544,1.0,1.0,2.0
92,694,1.0,1.0,2.0
94,745,1.0,1.0,2.0
97,767,1.0,1.0,2.0
105,773,1.0,1.0,2.0
113,756,1.0,1.0,2.0
128,868,1.0,1.0,2.0
129,875,1.0,1.0,2.0
133,923,1.0,1.0,2.0
138,1106,1.0,1.0,2.0
142,1218,1.0,1.0,2.0
145,1253,1.0,1.0,2.0
180,1379,1.0,1.0,2.0
186,1397,1.0,1.0,2.0
188,1401,1.0,1.0,2.0
203,1455,1.0,1.0,2.0
208,1460,1.0,1.0,2.0
237,1646,1.0,1.0,2.0
273,1834,1.0,1.0,2.0
277,1821,1.0,1.0,2.0
322,2015,1.0,1.0,2.0
341,2096,1.0,1.0,2.0
391,2412,1.0,1.0,2.0
395,2426,1.0,1.0,2.0
600,3240,1.0,1.0,2.0
619,3336,1.0,1.0,2.0
653,3563,1.0,1.0,2.0
729,3991,1.0,1.0,2.0
834,4725,1.0,1.0,2.0
836,4767,1.0,1.0,2.0
844,4811,1.0,1.0,2.0
845,4815,1.0,1.0,2.0
846,4817,1.0,1.0,2.0
853,4883,1.0,1.0,2.0
856,4929,1.0,1.0,2.0
857,4931,1.0,1.0,2.0
858,4934,1.0,1.0,2.0
859,4936,1.0,1.0,2.0
864,4952,1.0,1.0,2.0
865,4957,1.0,1.0,2.0
928,5257,1.0,1.0,2.0
994,5396,1.0,1.0,2.0
1032,5693,1.0,1.0,2.0
1064,5897,1.0,1.0,2.0
1077,5936,1.0,1.0,2.0
1081,5981,1.0,1.0,2.0
1082,5975,1.0,1.0,2.0
1083,5980,1.0,1.0,2.0
1092,6043,1.0,1.0,2.0
1103,6135,1.0,1.0,2.0
1105,6143,1.0,1.0,2.0
1149,6241,1.0,1.0,2.0
1154,6273,1.0,1.0,2.0
1158,6261,1.0,1.0,2.0
1160,6279,1.0,1.0,2.0
1183,6440,1.0,1.0,2.0
1191,6458,1.0,1.0,2.0
1192,6466,1.0,1.0,2.0
1200,6568,1.0,1.0,2.0
1220,6741,1.0,1.0,2.0
1224,6776,1.0,1.0,2.0
1240,6818,1.0,1.0,2.0
1241,6815,1.0,1.0,2.0
1245,6822,1.0,1.0,2.0
1333,7103,1.0,1.0,2.0
1353,7388,1.0,1.0,2.0
1354,7417,1.0,1.0,2.0
1374,7520,1.0,1.0,2.0
1387,7528,1.0,1.0,2.0
1424,7769,1.0,1.0,2.0
1427,7770,1.0,1.0,2.0
1434,7784,1.0,1.0,2.0
1565,8914,1.0,1.0,2.0
1571,8945,1.0,1.0,2.0
1585,9016,1.0,1.0,2.0
1593,9008,1.0,1.0,2.0
1636,9571,1.0,1.0,2.0
1659,9691,1.0,1.0,2.0
1660,9692,1.0,1.0,2.0
1706,9971,1.0,1.0,2.0
1806,10726,1.0,1.0,2.0
1821,10768,1.0,1.0,2.0
1873,11062,1.0,1.0,2.0
7,162,1.0,1.0,2.0
30,227,1.0,1.0,2.0
31,230,1.0,1.0,2.0
62,318,1.0,1.0,2.0
72,436,1.0,1.0,2.0
75,439,1.0,1.0,2.0
79,490,1.0,1.0,2.0
82,511,1.0,1.0,2.0
84,518,1.0,1.0,2.0
104,749,1.0,1.0,2.0
148,1263,1.0,1.0,2.0
149,1275,1.0,1.0,2.0
166,1340,1.0,1.0,2.0
167,1334,1.0,1.0,2.0
174,1339,1.0,1.0,2.0
176,1332,1.0,1.0,2.0
196,1412,1.0,1.0,2.0
197,1414,1.0,1.0,2.0
216,1520,1.0,1.0,2.0
217,1552,1.0,1.0,2.0
218,1554,1.0,1.0,2.0
221,1558,1.0,1.0,2.0
229,1593,1.0,1.0,2.0
231,1621,1.0,1.0,2.0
239,1659,1.0,1.0,2.0
243,1672,1.0,1.0,2.0
254,1776,1.0,1.0,2.0
257,1787,1.0,1.0,2.0
281,1851,1.0,1.0,2.0
285,1863,1.0,1.0,2.0
288,1864,1.0,1.0,2.0
315,2011,1.0,1.0,2.0
324,2016,1.0,1.0,2.0
325,2002,1.0,1.0,2.0
326,2019,1.0,1.0,2.0
335,2059,1.0,1.0,2.0
336,2063,1.0,1.0,2.0
337,2068,1.0,1.0,2.0
338,2071,1.0,1.0,2.0
344,2133,1.0,1.0,2.0
352,2220,1.0,1.0,2.0
414,2554,1.0,1.0,2.0
421,2638,1.0,1.0,2.0
422,2639,1.0,1.0,2.0
437,2716,1.0,1.0,2.0
438,2725,1.0,1.0,2.0
439,2793,1.0,1.0,2.0
440,2787,1.0,1.0,2.0
441,2834,1.0,1.0,2.0
442,2835,1.0,1.0,2.0
444,2837,1.0,1.0,2.0
448,2841,1.0,1.0,2.0
460,2852,1.0,1.0,2.0
483,2867,1.0,1.0,2.0
484,2868,1.0,1.0,2.0
492,2873,1.0,1.0,2.0
495,2876,1.0,1.0,2.0
501,2820,1.0,1.0,2.0
504,2881,1.0,1.0,2.0
521,2818,1.0,1.0,2.0
525,2803,1.0,1.0,2.0
526,2804,1.0,1.0,2.0
527,2806,1.0,1.0,2.0
528,2807,1.0,1.0,2.0
529,2809,1.0,1.0,2.0
530,2810,1.0,1.0,2.0
531,2811,1.0,1.0,2.0
532,2812,1.0,1.0,2.0
533,2813,1.0,1.0,2.0
570,3100,1.0,1.0,2.0
578,3116,1.0,1.0,2.0
582,3131,1.0,1.0,2.0
596,3167,1.0,1.0,2.0
597,3168,1.0,1.0,2.0
598,3169,1.0,1.0,2.0
601,3251,1.0,1.0,2.0
601,3257,1.0,1.0,2.0
602,3263,1.0,1.0,2.0
608,3313,1.0,1.0,2.0
611,3316,1.0,1.0,2.0
623,3380,1.0,1.0,2.0
625,3385,1.0,1.0,2.0
650,3562,1.0,1.0,2.0
661,3568,1.0,1.0,2.0
671,3581,1.0,1.0,2.0
728,3990,1.0,1.0,2.0
749,4246,1.0,1.0,2.0
800,4502,1.0,1.0,2.0
802,4504,1.0,1.0,2.0
816,4531,1.0,1.0,2.0
819,4535,1.0,1.0,2.0
826,4601,1.0,1.0,2.0
827,4630,1.0,1.0,2.0
843,4805,1.0,1.0,2.0
868,5023,1.0,1.0,2.0
869,5024,1.0,1.0,2.0
871,5027,1.0,1.0,2.0
872,5028,1.0,1.0,2.0
873,5029,1.0,1.0,2.0
874,5030,1.0,1.0,2.0
875,5031,1.0,1.0,2.0
876,5012,1.0,1.0,2.0
877,5020,1.0,1.0,2.0
878,5033,1.0,1.0,2.0
879,5015,1.0,1.0,2.0
881,5034,1.0,1.0,2.0
908,5201,1.0,1.0,2.0
942,5291,1.0,1.0,2.0
944,5293,1.0,1.0,2.0
945,5297,1.0,1.0,2.0
950,5317,1.0,1.0,2.0
960,5307,1.0,1.0,2.0
961,5329,1.0,1.0,2.0
966,5334,1.0,1.0,2.0
968,5308,1.0,1.0,2.0
969,5309,1.0,1.0,2.0
1005,5445,1.0,1.0,2.0
1006,5449,1.0,1.0,2.0
1008,5513,1.0,1.0,2.0
1042,5733,1.0,1.0,2.0
1146,6221,1.0,1.0,2.0
1179,6437,1.0,1.0,2.0
1180,6434,1.0,1.0,2.0
1181,6438,1.0,1.0,2.0
1182,6439,1.0,1.0,2.0
1186,6443,1.0,1.0,2.0
1187,6445,1.0,1.0,2.0
1198,6510,1.0,1.0,2.0
1201,6586,1.0,1.0,2.0
1212,6675,1.0,1.0,2.0
1217,6716,1.0,1.0,2.0
1270,6930,1.0,1.0,2.0
1343,7251,1.0,1.0,2.0
1367,7510,1.0,1.0,2.0
1380,7514,1.0,1.0,2.0
1403,7669,1.0,1.0,2.0
1411,7711,1.0,1.0,2.0
1412,7712,1.0,1.0,2.0
1413,7715,1.0,1.0,2.0
1415,7717,1.0,1.0,2.0
1416,7718,1.0,1.0,2.0
1417,7721,1.0,1.0,2.0
1418,7722,1.0,1.0,2.0
1419,7723,1.0,1.0,2.0
1420,7724,1.0,1.0,2.0
1451,7909,1.0,1.0,2.0
1454,7970,1.0,1.0,2.0
1511,8313,1.0,1.0,2.0
1515,8318,1.0,1.0,2.0
1528,8503,1.0,1.0,2.0
1530,8516,1.0,1.0,2.0
1536,8515,1.0,1.0,2.0
1549,8686,1.0,1.0,2.0
1575,8957,1.0,1.0,2.0
1578,8970,1.0,1.0,2.0
1584,9014,1.0,1.0,2.0
1588,9029,1.0,1.0,2.0
1592,9007,1.0,1.0,2.0
1626,9538,1.0,1.0,2.0
1637,9589,1.0,1.0,2.0
1653,9704,1.0,1.0,2.0
1666,9901,1.0,1.0,2.0
1670,9909,1.0,1.0,2.0
1671,9887,1.0,1.0,2.0
1677,9916,1.0,1.0,2.0
1678,9896,1.0,1.0,2.0
1683,9897,1.0,1.0,2.0
1685,9927,1.0,1.0,2.0
1689,9933,1.0,1.0,2.0
1694,9935,1.0,1.0,2.0
1695,9936,1.0,1.0,2.0
1702,9968,1.0,1.0,2.0
1704,9969,1.0,1.0,2.0
1712,10007,1.0,1.0,2.0
1713,10008,1.0,1.0,2.0
1717,10083,1.0,1.0,2.0
1726,10140,1.0,1.0,2.0
1745,10161,1.0,1.0,2.0
1785,10653,1.0,1.0,2.0
1786,10679,1.0,1.0,2.0
1787,10680,1.0,1.0,2.0
1834,10871,1.0,1.0,2.0
1836,10872,1.0,1.0,2.0
1851,11020,1.0,1.0,2.0
1853,11022,1.0,1.0,2.0
1854,11023,1.0,1.0,2.0
1869,11061,1.0,1.0,2.0
1870,11065,1.0,1.0,2.0
